job_title,work_year,salary_in_usd
AI Engineer,2023,168000
Data Science Manager,2023,234900
Data Science Manager,2023,113500
Data Engineer,2023,385000
Data Engineer,2023,245000
Data Engineer,2023,255000
Data Engineer,2023,255000
Data Visualization Engineer,2023,170200
Data Visualization Engineer,2023,83900
Data Science Practitioner,2023,170200
Data Science Practitioner,2023,83900
Data Engineer,2023,202500
Data Engineer,2023,177500
Data Scientist,2023,308000
Data Scientist,2023,144000
Data Engineer,2023,130000
Data Engineer,2023,101570
Data Engineer,2023,300000
Data Engineer,2023,150000
Applied Scientist,2023,222200
Applied Scientist,2023,136000
Data Manager,2023,145000
Data Manager,2023,130000
Data Modeler,2023,155000
Data Modeler,2023,130000
Data Scientist,2023,240000
Data Scientist,2023,180000
AI Engineer,2023,170200
AI Engineer,2023,83900
Data Scientist,2023,210000
Data Scientist,2023,165000
Research Scientist,2023,300000
Research Scientist,2023,150000
ML Engineer,2023,300000
ML Engineer,2023,150000
Data Scientist,2023,212800
Data Scientist,2023,111600
Data Engineer,2023,213600
Data Engineer,2023,103200
Data Scientist,2023,230000
Data Scientist,2023,153000
Research Engineer,2023,308000
Research Engineer,2023,190400
Data Scientist,2023,204000
Data Scientist,2023,127500
Data Scientist,2023,250000
Data Scientist,2023,125000
Research Engineer,2023,385000
Research Engineer,2023,310000
Data Analyst,2023,120000
Data Analyst,2023,88000
Machine Learning Engineer,2023,158000
Machine Learning Engineer,2023,108000
Data Engineer,2023,385000
Data Engineer,2023,310000
Data Engineer,2023,247300
Data Engineer,2023,139700
Data Scientist,2023,240000
Data Scientist,2023,180000
Data Engineer,2023,130000
Data Engineer,2023,101570
Data Scientist,2023,210000
Data Scientist,2023,165000
AI Engineer,2023,170200
AI Engineer,2023,83900
Applied Scientist,2023,222200
Applied Scientist,2023,136000
Data Engineer,2023,169000
Data Engineer,2023,91000
Data Scientist,2023,135000
Data Scientist,2023,110000
Data Engineer,2023,129192
Data Engineer,2023,98432
AI Engineer,2023,369120
AI Engineer,2023,40680
Research Scientist,2023,150000
Research Scientist,2023,130000
Data Engineer,2023,128000
Data Engineer,2023,81500
Data Architect,2023,306000
Data Architect,2023,204000
Data Scientist,2023,185900
Data Scientist,2023,129300
Machine Learning Engineer,2023,204500
Machine Learning Engineer,2023,142200
Machine Learning Engineer,2023,75577
Data Engineer,2023,18000
Data Analyst,2023,369120
Data Analyst,2023,61520
Head of Data,2023,270000
Head of Data,2023,200000
Data Scientist,2023,204500
Data Scientist,2023,142200
Data Analyst,2023,92280
Data Analyst,2023,67672
Data Engineer,2023,188600
Data Engineer,2023,111550
Machine Learning Engineer,2023,230000
Machine Learning Engineer,2023,160000
Data Engineer,2023,247300
Data Engineer,2023,139700
AI Engineer,2023,360000
AI Engineer,2023,240000
ETL Developer,2023,129100
ETL Developer,2023,111400
Data Analyst,2023,135000
Data Analyst,2023,110000
Machine Learning Engineer,2023,214500
Machine Learning Engineer,2023,132600
Data Analyst,2023,120000
Data Analyst,2023,100000
Machine Learning Engineer,2023,242921
Machine Learning Engineer,2023,170045
Data Engineer,2023,225000
Data Engineer,2023,175000
Data Scientist,2023,180000
Data Scientist,2023,162000
Data Architect,2023,175000
Data Architect,2023,90000
Data Scientist,2023,156450
Data Scientist,2023,119200
Data Scientist,2023,245000
Data Scientist,2023,185000
Machine Learning Engineer,2023,214500
Machine Learning Engineer,2023,132600
Data Scientist,2023,154800
Data Scientist,2023,76300
Data Scientist,2023,178600
Data Scientist,2023,88600
Research Scientist,2023,248100
Research Scientist,2023,145900
Data Analyst,2023,93919
Data Analyst,2023,51962
Data Scientist,2023,207345
Data Scientist,2023,180300
Machine Learning Engineer,2023,200000
Machine Learning Engineer,2023,140000
Analytics Engineer,2023,205000
Analytics Engineer,2023,167500
Data Analyst,2023,140000
Data Analyst,2023,110000
Data Scientist,2023,228045
Data Scientist,2023,198300
Data Engineer,2023,150000
Data Engineer,2023,140000
Data Analyst,2023,100000
Data Analyst,2023,75000
Data Scientist,2023,48585
Data Scientist,2023,38868
BI Developer,2023,100000
BI Developer,2023,75000
Data Scientist,2023,78125
Data Scientist,2023,40423
Data Modeler,2023,140000
Data Modeler,2023,100000
Data Analytics Manager,2023,125000
Data Analytics Manager,2023,120000
Business Intelligence Analyst,2023,127000
Business Intelligence Analyst,2023,99000
Data Engineer,2023,130000
Data Engineer,2023,120000
Business Intelligence Analyst,2023,194500
Business Intelligence Analyst,2023,132320
Data Engineer,2023,135000
Data Engineer,2023,90000
Data Analyst,2023,223602
Data Analyst,2023,143520
Machine Learning Scientist,2023,180000
Machine Learning Scientist,2023,140000
Data Scientist,2023,180000
Data Scientist,2023,162000
Data Engineer,2023,121809
Data Engineer,2023,83667
Data Analyst,2023,120350
Data Analyst,2023,74400
Data Scientist,2023,185000
Data Scientist,2023,123000
Data Engineer,2023,140000
Data Engineer,2023,90000
Machine Learning Engineer,2023,214500
Machine Learning Engineer,2023,132600
Data Engineer,2023,154000
Data Engineer,2023,103000
Data Analyst,2023,90000
Data Analyst,2023,80000
Data Manager,2023,140000
Data Manager,2023,100000
Data Engineer,2023,170000
Data Engineer,2023,100000
Data Analyst,2023,115000
Data Analyst,2023,105000
Data Scientist,2023,296100
Data Scientist,2023,144500
Data Engineer,2023,220000
Data Engineer,2023,187000
Data Analyst,2023,118600
Data Analyst,2023,96800
Data Scientist,2023,100000
Machine Learning Engineer,2023,48585
Data Analyst,2023,142000
Data Analyst,2023,128000
ETL Developer,2023,99500
ETL Developer,2023,53300
Data Engineer,2023,210000
Data Engineer,2023,165000
Research Scientist,2023,172000
Research Scientist,2023,125000
Data Engineer,2023,250000
Data Engineer,2023,190000
Research Engineer,2023,245000
Research Engineer,2023,245000
Data Architect,2023,234900
Data Architect,2023,68400
Data Scientist,2023,155000
Data Scientist,2023,139000
Data Analyst,2023,142000
Data Analyst,2023,128000
Research Engineer,2023,172000
Research Engineer,2023,125000
Data Engineer,2023,128000
Data Engineer,2023,81500
Data Engineer,2023,167500
Data Engineer,2023,106500
Data Engineer,2023,150000
Data Engineer,2023,100000
Data Analyst,2023,139600
Data Analyst,2023,85700
Data Engineer,2023,143000
Data Engineer,2023,95000
Data Manager,2023,145000
Data Manager,2023,130000
Machine Learning Engineer,2023,330000
Machine Learning Engineer,2023,188000
Data Scientist,2023,238000
Data Scientist,2023,156000
Data Analyst,2023,145000
Data Analyst,2023,106000
Decision Scientist,2023,172256
Decision Scientist,2023,123040
Machine Learning Engineer,2023,297300
Machine Learning Engineer,2023,198200
Data Engineer,2023,269100
Data Engineer,2023,131300
Machine Learning Infrastructure Engineer,2023,220000
Machine Learning Infrastructure Engineer,2023,150000
Data Engineer,2023,73824
Data Engineer,2023,61520
Research Scientist,2023,252990
Research Scientist,2023,162170
Machine Learning Infrastructure Engineer,2023,260000
Machine Learning Infrastructure Engineer,2023,235000
Machine Learning Engineer,2023,204500
Machine Learning Engineer,2023,142200
Data Analytics Manager,2023,190000
Data Analytics Manager,2023,145000
Data Scientist,2023,212800
Data Scientist,2023,111600
Data Analyst,2023,175000
Data Analyst,2023,130000
Business Intelligence Analyst,2023,194521
Business Intelligence Analyst,2023,176838
Analytics Engineer,2023,200000
Analytics Engineer,2023,170000
Data Scientist,2023,191765
Data Scientist,2023,134236
Data Scientist,2023,238000
Data Scientist,2023,156000
Data Scientist,2023,198800
Data Scientist,2023,90700
BI Developer,2023,154800
BI Developer,2023,76300
Data Lead,2023,130000
Data Lead,2023,115000
Data Analyst,2023,110000
Data Analyst,2023,70000
Data Analyst,2023,42107
Machine Learning Engineer,2023,300000
Machine Learning Engineer,2023,200000
Data Architect,2023,155000
Data Architect,2023,135000
Data Manager,2023,115500
Data Manager,2023,73500
Data Scientist,2023,179000
Data Scientist,2023,109000
Data Scientist,2023,180000
Data Scientist,2023,140000
Machine Learning Infrastructure Engineer,2023,221000
Machine Learning Infrastructure Engineer,2023,180000
Applied Scientist,2023,222200
Applied Scientist,2023,136000
Machine Learning Engineer,2023,275000
Machine Learning Engineer,2023,170000
Data Scientist,2023,233300
Data Scientist,2023,155500
Applied Scientist,2023,222200
Applied Scientist,2023,136000
Data Architect,2023,193000
Data Architect,2023,110000
Research Engineer,2023,306000
Research Engineer,2023,180000
Applied Scientist,2023,212800
Applied Scientist,2023,115100
Machine Learning Engineer,2023,238000
Machine Learning Engineer,2023,176000
Data Analyst,2023,117500
Data Analyst,2023,86720
Data Analyst,2023,167000
Data Analyst,2023,150000
Data Analyst,2023,90000
Data Analyst,2023,70000
Data Scientist,2023,212800
Data Scientist,2023,111600
Data Architect,2023,306000
Data Architect,2023,204000
BI Developer,2023,135000
BI Developer,2023,110000
Data Scientist,2023,165000
Data Scientist,2023,116300
Machine Learning Engineer,2023,200000
Machine Learning Engineer,2023,175000
Business Intelligence Engineer,2023,185000
Business Intelligence Engineer,2023,79600
Machine Learning Scientist,2023,180514
Machine Learning Scientist,2023,108308
Machine Learning Engineer,2023,200000
Machine Learning Engineer,2023,150000
Machine Learning Engineer,2023,208450
Machine Learning Engineer,2023,151600
Data Scientist,2023,324000
Data Scientist,2023,159000
Data Scientist,2023,155000
Data Scientist,2023,135000
Data Engineer,2023,223250
Data Engineer,2023,156275
Data Engineer,2023,220000
Data Engineer,2023,160000
Data Scientist,2023,168000
Data Scientist,2023,130000
Analytics Engineer,2023,245000
Analytics Engineer,2023,185000
Data Scientist,2023,164000
Data Scientist,2023,130000
Data Analyst,2023,67500
Data Analyst,2023,46500
ML Engineer,2023,270000
ML Engineer,2023,232200
Data Engineer,2023,43187
Data Analyst,2023,105000
Data Analyst,2023,78000
Data Manager,2023,115500
Data Manager,2023,73500
Machine Learning Engineer,2023,370000
Machine Learning Engineer,2023,220000
Data Engineer,2023,155000
Data Engineer,2023,130000
Machine Learning Engineer,2023,178200
Machine Learning Engineer,2023,115000
Data Analyst,2023,250000
Data Analyst,2023,125000
Data Scientist,2023,204000
Data Scientist,2023,150000
Data Analyst,2023,110000
Data Analyst,2023,95000
Data Engineer,2023,143000
Data Engineer,2023,95000
Data Engineer,2023,250000
Data Engineer,2023,125000
Machine Learning Engineer,2023,280000
Machine Learning Engineer,2023,240000
Data Manager,2023,110400
Data Manager,2023,68000
Applied Scientist,2023,216000
Applied Scientist,2023,184000
Machine Learning Engineer,2023,192000
Machine Learning Engineer,2023,164000
Data Scientist,2023,220000
Data Scientist,2023,160000
Data Scientist,2023,225000
Data Scientist,2023,156400
Data Scientist,2023,297300
Data Scientist,2023,198200
Applied Scientist,2023,192000
Applied Scientist,2023,164000
Data Analyst,2023,168000
Data Analyst,2023,112000
Machine Learning Engineer,2023,204500
Machine Learning Engineer,2023,142200
Data Scientist,2023,253430
Data Scientist,2023,212780
Research Engineer,2023,190000
Research Engineer,2023,152000
Machine Learning Engineer,2023,265800
Machine Learning Engineer,2023,165500
Data Engineer,2023,193000
Data Engineer,2023,134000
AI Engineer,2023,180000
AI Engineer,2023,150000
Data Developer,2023,120681
Data Developer,2023,72409
Machine Learning Engineer,2023,180000
Machine Learning Engineer,2023,139750
Applied Scientist,2023,222200
Applied Scientist,2023,136000
Data Engineer,2023,254000
Data Engineer,2023,200000
AI Developer,2023,260000
AI Developer,2023,192000
Data Scientist,2023,272290
Data Scientist,2023,169374
Principal Data Scientist,2023,195000
Data Science Lead,2023,204500
Data Science Lead,2023,142200
Business Data Analyst,2023,17000
Data Engineer,2023,181500
Data Engineer,2023,112200
Machine Learning Engineer,2023,204500
Machine Learning Engineer,2023,142200
Data Scientist,2023,180000
Data Scientist,2023,162000
Machine Learning Researcher,2023,150000
Machine Learning Researcher,2023,100000
Machine Learning Engineer,2023,250500
Machine Learning Engineer,2023,166600
Head of Data,2023,247500
Head of Data,2023,172200
Machine Learning Engineer,2023,247500
Machine Learning Engineer,2023,172200
Data Scientist,2023,223290
Data Scientist,2023,131310
AI Engineer,2023,35000
AI Developer,2023,53984
Machine Learning Engineer,2023,226600
Machine Learning Engineer,2023,140100
Machine Learning Scientist,2023,204500
Machine Learning Scientist,2023,142200
Research Scientist,2023,220000
Research Scientist,2023,140000
Machine Learning Engineer,2023,204600
Machine Learning Engineer,2023,126500
Research Analyst,2023,135960
Research Analyst,2023,70960
Data Engineer,2023,128750
Data Engineer,2023,86250
Data Engineer,2023,110736
Data Engineer,2023,92280
Data Engineer,2023,131000
Data Engineer,2023,88000
Data Analyst,2023,185100
Data Analyst,2023,133300
Research Engineer,2023,180000
Research Engineer,2023,150000
Data Engineer,2023,90000
Data Engineer,2023,75000
AI Developer,2023,130000
Data Analyst,2023,73824
Data Analyst,2023,61520
Data Manager,2023,115500
Data Manager,2023,73500
ML Engineer,2023,125000
ML Engineer,2023,85000
Data Manager,2023,80000
Data Manager,2023,70000
Data Scientist,2023,260000
Data Scientist,2023,160000
Data Manager,2023,105000
Data Manager,2023,80000
Machine Learning Engineer,2023,150000
Machine Learning Engineer,2023,95000
Data Engineer,2023,204750
Data Engineer,2023,153550
Data Analyst,2023,150000
Data Analyst,2023,120000
Data Engineer,2023,150000
Data Engineer,2023,110000
Data Engineer,2023,200000
Data Engineer,2023,141000
Data Engineer,2023,230000
Data Engineer,2023,175000
Research Scientist,2023,150000
Research Scientist,2023,120000
Machine Learning Engineer,2023,207611
Machine Learning Engineer,2023,127876
Data Analyst,2023,175000
Data Analyst,2023,135000
Data Analyst,2023,100000
Data Analyst,2023,75000
Data Scientist,2023,170000
Data Scientist,2023,144500
Machine Learning Engineer,2023,204500
Machine Learning Engineer,2023,142200
Machine Learning Engineer,2023,255360
Machine Learning Engineer,2023,212800
Data Engineer,2023,170000
Data Engineer,2023,100000
Data Analyst,2023,106400
Data Analyst,2023,81800
Data Developer,2023,130000
Data Developer,2023,69139
Business Intelligence Analyst,2023,100631
Business Intelligence Analyst,2023,80505
Data Infrastructure Engineer,2023,300105
Data Infrastructure Engineer,2023,151090
Machine Learning Software Engineer,2023,217600
Machine Learning Software Engineer,2023,145000
Data Scientist,2023,79976
Data Scientist,2023,55368
Data Engineer,2023,129000
Data Engineer,2023,110000
Research Analyst,2023,185000
Research Analyst,2023,50000
Data Engineer,2023,210000
Data Engineer,2023,108000
Data Analyst,2023,80000
Data Analyst,2023,59500
Machine Learning Engineer,2023,250000
Machine Learning Engineer,2023,173400
Data Architect,2023,215000
Data Architect,2023,153000
Machine Learning Scientist,2023,210398
Machine Learning Scientist,2023,147648
Data Analyst,2023,105000
Data Analyst,2023,75000
Machine Learning Operations Engineer,2023,60000
AI Scientist,2023,54000
Data Engineer,2023,202000
Data Engineer,2023,132000
Data Scientist,2023,185900
Data Scientist,2023,129300
Machine Learning Engineer,2023,204500
Machine Learning Engineer,2023,142200
Data Analyst,2023,73824
Data Analyst,2023,61520
Data Scientist,2023,316000
Data Scientist,2023,202000
AI Research Engineer,2023,81206
Head of Machine Learning,2023,330000
Head of Machine Learning,2023,188000
BI Analyst,2023,140000
BI Analyst,2023,110000
Machine Learning Researcher,2023,190000
Machine Learning Researcher,2023,170000
Data Engineer,2023,180000
Data Engineer,2023,162000
Research Analyst,2023,150000
Research Analyst,2023,125000
Data Scientist,2023,140000
Data Scientist,2023,105000
Data Specialist,2023,90000
Data Specialist,2023,73000
Data Scientist,2023,145000
Data Scientist,2023,115000
Data Manager,2023,145000
Data Manager,2023,130000
Decision Scientist,2023,204500
Decision Scientist,2023,142200
Business Intelligence Analyst,2023,150000
Business Intelligence Analyst,2023,135000
Machine Learning Engineer,2023,247500
Machine Learning Engineer,2023,172200
Head of Data,2023,329500
Head of Data,2023,269600
Business Intelligence Engineer,2023,225000
Business Intelligence Engineer,2023,156400
Data Engineer,2023,190000
Data Engineer,2023,170000
Data Science Lead,2023,185900
Data Science Lead,2023,129300
Data Analyst,2023,80000
Data Analyst,2023,70000
Data Scientist,2023,204500
Data Scientist,2023,138900
Machine Learning Scientist,2023,204500
Machine Learning Scientist,2023,142200
Data Manager,2023,115500
Data Manager,2023,73500
Data Engineer,2023,146000
Data Engineer,2023,97000
Data Engineer,2023,147100
Data Engineer,2023,90700
Data Scientist,2023,257000
Data Scientist,2023,197000
Business Intelligence Engineer,2023,140000
Business Intelligence Engineer,2023,120000
Data Analyst,2023,85000
Data Analyst,2023,79000
Data Analyst,2023,93919
Data Analyst,2023,51962
Data Engineer,2023,155000
Data Engineer,2023,84800
Machine Learning Engineer,2023,250500
Machine Learning Engineer,2023,166600
Data Scientist,2023,135344
Data Scientist,2023,98432
Data Engineer,2023,174500
Data Engineer,2023,113000
Data Engineer,2023,135000
Data Engineer,2023,90000
Head of Data,2023,246080
Head of Data,2023,184560
Data Engineer,2023,135000
Data Engineer,2023,90000
Data Analyst,2023,53120
Data Analyst,2023,33686
Data Engineer,2023,260000
Data Engineer,2023,225000
Machine Learning Engineer,2023,226600
Machine Learning Engineer,2023,140100
Machine Learning Engineer,2023,204600
Machine Learning Engineer,2023,126500
Machine Learning Engineer,2023,340000
Machine Learning Engineer,2023,212000
Analytics Engineer,2023,213600
Analytics Engineer,2023,142400
Data Scientist,2023,153600
Data Scientist,2023,106800
Machine Learning Engineer,2023,309000
Machine Learning Engineer,2023,142000
ML Engineer,2023,125000
ML Engineer,2023,85000
Machine Learning Engineer,2023,226600
Machine Learning Engineer,2023,140100
Research Scientist,2023,303050
Research Scientist,2023,202350
Data Engineer,2023,143000
Data Engineer,2023,95000
Business Intelligence Engineer,2023,185000
Business Intelligence Engineer,2023,79600
Data Scientist,2023,207900
Data Scientist,2023,158400
Research Scientist,2023,303050
Research Scientist,2023,202350
Data Infrastructure Engineer,2023,385000
Data Infrastructure Engineer,2023,200000
Machine Learning Engineer,2023,241300
Machine Learning Engineer,2023,211949
Data Strategy Manager,2023,115000
Data Strategy Manager,2023,90000
Data Scientist,2023,172200
Data Scientist,2023,131200
Data Scientist,2023,105000
Data Scientist,2023,70000
Machine Learning Engineer,2023,253000
Machine Learning Engineer,2023,123800
Data Scientist,2023,240000
Data Scientist,2023,142500
Data Scientist,2023,34924
Machine Learning Engineer,2023,330000
Machine Learning Engineer,2023,204000
Machine Learning Engineer,2023,180000
Machine Learning Engineer,2023,160000
Business Intelligence Analyst,2023,193600
Business Intelligence Analyst,2023,130838
Data Engineer,2023,225500
Data Engineer,2023,139400
Data Engineer,2023,143000
Data Engineer,2023,95000
Machine Learning Engineer,2023,328133
Machine Learning Engineer,2023,218755
Data Scientist,2023,250830
Data Scientist,2023,143370
Analytics Engineer,2023,260000
Analytics Engineer,2023,160000
Data Scientist,2023,203500
Data Scientist,2023,166500
Data Scientist,2023,180000
Data Scientist,2023,162000
Data Engineer,2023,145000
Data Engineer,2023,115000
Data Analyst,2023,180400
Data Analyst,2023,138800
Research Analyst,2023,148350
Research Analyst,2023,87400
Data Analyst,2023,87500
Data Analyst,2023,62500
Data Science Consultant,2023,157550
Data Science Consultant,2023,104650
Data Manager,2023,115500
Data Manager,2023,73500
Machine Learning Engineer,2023,309000
Machine Learning Engineer,2023,142000
Data Engineer,2023,139500
Data Engineer,2023,118575
Data Analyst,2023,129150
Data Analyst,2023,98400
Data Analyst,2023,192500
Data Analyst,2023,140000
Data Engineer,2023,67672
Data Engineer,2023,67672
Business Intelligence Developer,2023,98010
Business Intelligence Developer,2023,66825
Data Manager,2023,145000
Data Manager,2023,130000
Data Analyst,2023,95000
Data Analyst,2023,80000
Decision Scientist,2023,204500
Decision Scientist,2023,142200
Data Scientist,2023,120000
Data Scientist,2023,100000
Data Science Manager,2023,190000
Data Science Manager,2023,170000
Research Engineer,2023,155000
Research Engineer,2023,130000
Data Manager,2023,115500
Data Manager,2023,73500
Machine Learning Engineer,2023,204500
Machine Learning Engineer,2023,142200
Machine Learning Engineer,2023,170000
Machine Learning Engineer,2023,120000
Data Analyst,2023,229000
Data Analyst,2023,131000
Data Architect,2023,104584
Data Architect,2023,92280
Data Analyst,2023,192000
Data Analyst,2023,164000
Data Engineer,2023,181500
Data Engineer,2023,112200
Data Scientist,2023,223800
Data Scientist,2023,172100
Applied Scientist,2023,258800
Applied Scientist,2023,199200
Research Engineer,2023,185000
Research Engineer,2023,148000
Machine Learning Engineer,2023,193600
Machine Learning Engineer,2023,119700
Data Scientist,2023,175750
Data Scientist,2023,136742
Research Engineer,2023,257400
Research Engineer,2023,193500
Data Scientist,2023,228856
Data Scientist,2023,144540
Data Architect,2023,170000
Data Architect,2023,140000
Data Scientist,2023,155000
Data Scientist,2023,125000
Data Architect,2023,170000
Data Architect,2023,140000
Data Engineer,2023,150600
Data Engineer,2023,120500
Data Scientist,2023,176000
Data Scientist,2023,152000
Analytics Engineer,2023,200000
Data Strategist,2023,115500
Data Strategist,2023,73500
Data Engineer,2023,135344
Data Engineer,2023,98432
Data Scientist,2023,225000
Data Scientist,2023,172758
Research Engineer,2023,86128
Research Engineer,2023,67672
Data Analyst,2023,110000
Data Analyst,2023,85000
Insight Analyst,2023,51676
Insight Analyst,2023,43064
Data Engineer,2023,245000
Data Engineer,2023,194992
Data Scientist,2023,140000
Data Scientist,2023,100000
Machine Learning Engineer,2023,213800
Machine Learning Engineer,2023,180300
Data Engineer,2023,145000
Data Engineer,2023,90000
Director of Data Science,2023,375500
Director of Data Science,2023,250300
Machine Learning Engineer,2023,250500
Machine Learning Engineer,2023,166600
ML Engineer,2023,262269
ML Engineer,2023,230797
Data Engineer,2023,147100
Data Engineer,2023,90700
Machine Learning Infrastructure Engineer,2023,185000
Machine Learning Infrastructure Engineer,2023,145000
Data Analyst,2023,123040
Data Analyst,2023,92280
BI Developer,2023,98432
BI Developer,2023,62442
Data Scientist,2023,115000
Data Scientist,2023,90000
Data Analyst,2023,195000
Data Analyst,2023,73500
Data Engineer,2023,155000
Data Engineer,2023,84800
Data Infrastructure Engineer,2023,185000
Data Infrastructure Engineer,2023,145000
Machine Learning Infrastructure Engineer,2023,158900
Machine Learning Infrastructure Engineer,2023,132400
AI Engineer,2023,140000
Data Manager,2023,130000
Data Manager,2023,100000
Machine Learning Scientist,2023,163800
Machine Learning Scientist,2023,126000
Data Scientist,2023,225000
Data Scientist,2023,111967
Data Engineer,2023,205600
Data Engineer,2023,105700
Data Manager,2023,115500
Data Manager,2023,73500
Data Analyst,2023,104000
Data Analyst,2023,88000
Data Engineer,2023,216027
Data Engineer,2023,101028
Data Scientist,2023,48585
Data Scientist,2023,38868
Applied Scientist,2023,309400
Applied Scientist,2023,159100
Data Analyst,2023,142000
Data Analyst,2023,128000
Data Engineer,2023,174350
Data Engineer,2023,126800
Machine Learning Engineer,2023,226600
Machine Learning Engineer,2023,140100
Data Scientist,2023,180000
Data Scientist,2023,162000
Machine Learning Engineer,2023,262000
Machine Learning Engineer,2023,186000
Business Intelligence Engineer,2023,185000
Business Intelligence Engineer,2023,79600
Data Analyst,2023,129000
Data Analyst,2023,95000
Analytics Engineer,2023,175000
Analytics Engineer,2023,120000
Data Analyst,2023,92280
Data Analyst,2023,67672
Applied Data Scientist,2023,29691
Data Analyst,2023,130000
Data Analyst,2023,105000
Machine Learning Engineer,2023,232200
Machine Learning Engineer,2023,119000
Data Scientist,2023,268000
Data Scientist,2023,137500
Data Analyst,2023,153300
Data Analyst,2023,104244
Applied Scientist,2023,216000
Applied Scientist,2023,184000
Data Scientist,2023,190000
Data Scientist,2023,145000
Data Engineer,2023,155000
Data Engineer,2023,135000
Data Scientist,2023,226000
Data Scientist,2023,160000
Data Analyst,2023,80000
Data Analyst,2023,70000
Data Science Practitioner,2023,198800
Data Science Practitioner,2023,122600
Applied Scientist,2023,230000
Applied Scientist,2023,196000
Data Scientist,2023,181500
Data Scientist,2023,127000
Machine Learning Researcher,2023,210000
AI Programmer,2023,120000
ML Engineer,2023,385000
ML Engineer,2023,245000
AI Engineer,2023,225000
AI Engineer,2023,175000
Data Engineer,2023,110019
Data Engineer,2023,86682
Data Analyst,2023,131650
Data Analyst,2023,105320
Research Engineer,2023,210000
Research Engineer,2023,151800
Data Scientist,2023,147500
Data Scientist,2023,112500
Machine Learning Engineer,2023,240000
Machine Learning Engineer,2023,163200
Data Analyst,2023,134200
Data Analyst,2023,103200
Data Analyst,2023,65000
Data Analyst,2023,55000
Data Scientist,2023,234000
Data Scientist,2023,176000
Machine Learning Infrastructure Engineer,2023,165400
Machine Learning Infrastructure Engineer,2023,127300
Data Analyst,2023,180400
Data Analyst,2023,138800
Data Science Manager,2023,107968
AI Engineer,2023,32811
Data Science Lead,2023,185900
Data Science Lead,2023,129300
Data Manager,2023,115500
Data Manager,2023,73500
Machine Learning Engineer,2023,145000
Machine Learning Engineer,2023,135000
Data Scientist,2023,126900
Data Scientist,2023,77900
Data Analyst,2023,85000
Data Analyst,2023,75000
Data Engineer,2023,110736
Data Engineer,2023,92280
Machine Learning Engineer,2023,330000
Machine Learning Engineer,2023,204000
Data Analyst,2023,169000
Data Analyst,2023,110600
Data Manager,2023,115500
Data Manager,2023,73500
Data Scientist,2023,168000
Data Scientist,2023,130000
Data Engineer,2023,225500
Data Engineer,2023,139400
Data Scientist,2023,150000
Data Scientist,2023,140000
Data Scientist,2023,226000
Data Scientist,2023,162000
Machine Learning Engineer,2023,200000
Machine Learning Engineer,2023,150000
Data Modeler,2023,195000
Data Modeler,2023,160000
Data Operations Analyst,2023,154000
Data Operations Analyst,2023,82000
Data Science Manager,2023,160000
Data Science Manager,2023,145000
AI Engineer,2023,239400
AI Engineer,2023,136800
Head of Data,2023,329500
Head of Data,2023,269600
Data Scientist,2023,120000
Data Scientist,2023,100000
Decision Scientist,2023,204500
Decision Scientist,2023,142200
Data Scientist,2023,230000
Data Scientist,2023,180000
Data Scientist,2023,164000
Data Scientist,2023,130000
Data Engineer,2023,169000
Data Engineer,2023,91000
Machine Learning Engineer,2023,323300
Machine Learning Engineer,2023,184700
Data Manager,2023,145000
Data Manager,2023,130000
Data Engineer,2023,170000
Data Engineer,2023,120000
Research Scientist,2023,210000
Research Scientist,2023,136000
Data Engineer,2023,171250
Data Engineer,2023,113750
Data Scientist,2023,136000
Data Scientist,2023,104000
Machine Learning Engineer,2023,195000
Machine Learning Engineer,2023,142000
Data Engineer,2023,185900
Data Engineer,2023,129300
Machine Learning Engineer,2023,194100
Machine Learning Engineer,2023,152300
Data Architect,2023,190000
Data Architect,2023,120000
Research Engineer,2023,240000
Research Engineer,2023,157250
Data Engineer,2023,212000
Data Engineer,2023,170000
Data Engineer,2023,194400
Data Engineer,2023,132192
Machine Learning Engineer,2023,204500
Machine Learning Engineer,2023,142200
Analytics Engineer,2023,174000
Analytics Engineer,2023,134000
Machine Learning Engineer,2023,38868
Data Engineer,2023,152000
Data Developer,2023,144700
Data Developer,2023,85500
Data Manager,2023,115500
Data Manager,2023,73500
Data Analyst,2023,53120
Data Analyst,2023,38868
Data Scientist,2023,200000
Data Scientist,2023,160000
Data Analyst,2023,67500
Data Analyst,2023,46500
Data Engineer,2023,265800
Data Engineer,2023,177200
Data Scientist,2023,222000
Data Scientist,2023,115920
Machine Learning Engineer,2023,250000
Machine Learning Engineer,2023,190000
AI Engineer,2023,64781
Data Engineer,2023,284310
Data Engineer,2023,153090
Machine Learning Engineer,2023,324000
Machine Learning Engineer,2023,159000
Research Scientist,2023,204500
Research Scientist,2023,142200
Machine Learning Engineer,2023,309000
Machine Learning Engineer,2023,142000
Data Engineer,2023,247300
Data Engineer,2023,139700
Data Analyst,2023,95000
Data Analyst,2023,80000
Data Scientist,2023,130500
Data Scientist,2023,111000
Data Analyst,2023,213210
Data Analyst,2023,102434
Machine Learning Engineer,2023,200000
Machine Learning Engineer,2023,140000
Data Scientist,2023,226600
Data Scientist,2023,140100
Data Scientist,2023,225000
Data Scientist,2023,156400
Research Engineer,2023,250000
Research Engineer,2023,176000
Machine Learning Scientist,2022,80000
Analytics Engineer,2023,233400
Analytics Engineer,2023,145300
Data Engineer,2023,248000
